L,omega,Re(sigma),Im(sigma),delta_1,Stability
5.0,4535.353535353535,-4215.075521833117,13095.163618177203,6.88e-06,Stable
5.0,4676.767676767677,-3154.0102030178914,6516.907918970823,6.88e-06,Stable
5.0,4818.181818181818,-2666.2142594472093,1452.5078095275912,6.88e-06,Stable
5.0,4959.595959595959,-2491.0468819291073,-2920.0395313392273,6.88e-06,Stable
5.0,5101.010101010102,-2557.293417802487,-7078.821389559139,6.88e-06,Stable
5.0,5242.424242424243,-2897.608640894227,-11407.304328684815,6.88e-06,Stable
5.0,5383.838383838384,-3672.1455091663374,-16345.258760367022,6.88e-06,Stable
5.0,5525.252525252526,-5331.667159485736,-22573.39894771951,6.88e-06,Stable
5.0,5666.666666666667,-9255.669920321938,-31357.72682894242,6.88e-06,Stable
5.0,5808.080808080808,-20750.825336300186,-44800.767791265425,6.88e-06,Stable
5.0,5949.49494949495,-62633.13725417869,-53026.13958669063,6.88e-06,Stable
5.0,6090.909090909091,-82219.90211683056,23368.41563786972,6.88e-06,Stable
5.0,6232.323232323232,-31168.209482483202,32880.61762217331,6.88e-06,Stable
5.0,6373.737373737375,-14706.830655130496,20350.113675102548,6.88e-06,Stable
5.0,6515.151515151516,-8995.990797125833,11441.253825262153,6.88e-06,Stable
5.0,6656.565656565657,-6530.6884852999265,5120.479651700045,6.88e-06,Stable
5.0,6797.979797979799,-5362.896124231679,173.54881243939326,6.88e-06,Stable
5.0,6939.39393939394,-4868.064599218565,-4078.5525343565714,6.88e-06,Stable
5.0,7080.808080808081,-4841.013864356072,-8051.298601336883,6.88e-06,Stable
5.0,7222.222222222223,-5274.002134951135,-12056.408349762678,6.88e-06,Stable
5.0,7363.636363636364,-6336.716469383813,-16390.47067427863,6.88e-06,Stable
5.0,7505.050505050505,-8502.121228315993,-21381.02630139108,6.88e-06,Stable
5.0,7646.464646464647,-12957.442534030166,-27294.633214295874,6.88e-06,Stable
5.0,7787.878787878788,-22644.699746478702,-33340.27283190508,6.88e-06,Stable
5.0,7929.29292929293,-41933.19387384976,-31965.620693183995,6.88e-06,Stable
5.0,8070.707070707072,-54960.17843633026,-6767.245927910037,6.88e-06,Stable
5.0,8212.121212121212,-38374.5196299497,12812.845083744265,6.88e-06,Stable
5.0,8353.535353535353,-22679.360563652688,12410.777999222522,6.88e-06,Stable
5.0,8494.949494949495,-14752.327800026495,7449.078004626384,6.88e-06,Stable
5.0,8636.363636363636,-10831.659724177947,2568.688611893298,6.88e-06,Stable
5.0,8777.777777777777,-8832.716884272844,-1709.6526414263762,6.88e-06,Stable
5.0,8919.191919191919,-7885.467542918293,-5536.071130700197,6.88e-06,Stable
5.0,9060.60606060606,-7646.825690761063,-9116.939176710064,6.88e-06,Stable
5.0,9202.020202020203,-8034.514429566532,-12628.641875018942,6.88e-06,Stable
5.0,9343.434343434345,-9155.840898704619,-16204.489259200862,6.88e-06,Stable
5.0,9484.848484848486,-11340.27951037174,-19887.893108540033,6.88e-06,Stable
5.0,9626.262626262627,-15239.458726300572,-23436.682422270453,6.88e-06,Stable
5.0,9767.676767676769,-21788.33688629954,-25703.23298649519,6.88e-06,Stable
5.0,9909.09090909091,-30850.3788560701,-23526.92819216379,6.88e-06,Stable
5.0,10050.505050505051,-37113.95863921203,-13876.792139619807,6.88e-06,Stable
5.0,10191.919191919193,-33908.044091885364,-2875.037541237685,6.88e-06,Stable
5.0,10333.333333333334,-25901.00425660449,1576.8211125362523,6.88e-06,Stable
5.0,10474.747474747475,-19265.593469693467,959.5037171630902,6.88e-06,Stable
5.0,10616.161616161617,-15019.078331385523,-1553.8020196512316,6.88e-06,Stable
5.0,10757.575757575758,-12519.496612417453,-4533.025504284869,6.88e-06,Stable
5.0,10898.9898989899,-11180.390242878113,-7535.470846304194,6.88e-06,Stable
5.0,11040.40404040404,-10675.225576783465,-10462.635506600747,6.88e-06,Stable
5.0,11181.818181818182,-10874.83254914055,-13308.858279003907,6.88e-06,Stable
5.0,11323.232323232323,-11793.974001710465,-16059.010506978353,6.88e-06,Stable
5.0,11464.646464646465,-13562.97099809853,-18609.49083640193,6.88e-06,Stable
5.0,11606.060606060608,-16377.840254472214,-20648.782576522848,6.88e-06,Stable
5.0,11747.47474747475,-20303.061168134685,-21490.82637403028,6.88e-06,Stable
5.0,11888.88888888889,-24733.046593264877,-20102.7278950486,6.88e-06,Stable
5.0,12030.303030303032,-27844.29401666246,-16031.899939397825,6.88e-06,Stable
5.0,12171.717171717173,-27737.16618949271,-10887.834245880855,6.88e-06,Stable
5.0,12313.131313131315,-24812.385731447925,-7272.938546698053,6.88e-06,Stable
5.0,12454.545454545456,-21072.71073776163,-6092.278089175439,6.88e-06,Stable
5.0,12595.959595959597,-17877.61672623672,-6689.682447214501,6.88e-06,Stable
5.0,12737.373737373739,-15600.672277877135,-8225.603563046887,6.88e-06,Stable
5.0,12878.78787878788,-14187.165393068364,-10172.35186733994,6.88e-06,Stable
5.0,13020.202020202021,-13507.244407070677,-12258.343354464796,6.88e-06,Stable
5.0,13161.616161616163,-13469.735747803865,-14338.25141905347,6.88e-06,Stable
5.0,13303.030303030304,-14037.93046204646,-16300.427790334898,6.88e-06,Stable
5.0,13444.444444444445,-15208.942290627907,-18003.060560403726,6.88e-06,Stable
5.0,13585.858585858587,-16961.14569907666,-19226.906698364695,6.88e-06,Stable
5.0,13727.272727272728,-19153.187037420033,-19665.572120665132,6.88e-06,Stable
5.0,13868.68686868687,-21392.239385696783,-19026.52266719779,6.88e-06,Stable
5.0,14010.10101010101,-23019.798788219552,-17301.41587004084,6.88e-06,Stable
5.0,14151.515151515152,-23433.66870699172,-15010.368090393353,6.88e-06,Stable
5.0,14292.929292929293,-22566.638728241258,-12992.619857401425,6.88e-06,Stable
5.0,14434.343434343435,-20915.84430186278,-11841.493092237826,6.88e-06,Stable
5.0,14575.757575757576,-19102.378581652763,-11650.98849620832,6.88e-06,Stable
5.0,14717.17171717172,-17539.361935776393,-12206.435094061211,6.88e-06,Stable
5.0,14858.58585858586,-16406.29886237962,-13232.69667596223,6.88e-06,Stable
5.0,15000.0,-15746.907790702197,-14503.797071455456,6.88e-06,Stable
5.0,1000.0,-149.69489725676607,-823.3120056426314,1.032e-05,Stable
5.0,1141.4141414141413,-179.40203533182182,-5100.548155510758,1.032e-05,Stable
5.0,1282.828282828283,-240.46065111245758,-9795.057266029653,1.032e-05,Stable
5.0,1424.2424242424242,-374.2420115502585,-15537.93230098821,1.032e-05,Stable
5.0,1565.6565656565658,-705.4940093963057,-23592.078282073886,1.032e-05,Stable
5.0,1707.0707070707072,-1739.8073386705455,-37390.515915473385,1.032e-05,Stable
5.0,1848.4848484848485,-7171.141152144664,-71647.85114000963,1.032e-05,Stable
5.0,1989.8989898989898,-257047.99287118344,-292467.4400293903,1.032e-05,Stable
5.0,2131.3131313131316,-20205.377526512544,92438.02715386567,1.032e-05,Stable
5.0,2272.727272727273,-5376.026960075358,40164.570750984254,1.032e-05,Stable
5.0,2414.1414141414143,-2824.1491815545633,22904.373549462754,1.032e-05,Stable
5.0,2555.5555555555557,-1938.0595291164911,13657.527857446228,1.032e-05,Stable
5.0,2696.969696969697,-1546.832668606239,7399.451975782228,1.032e-05,Stable
5.0,2838.3838383838383,-1374.7874682308432,2477.091964053712,1.032e-05,Stable
5.0,2979.7979797979797,-1340.661546000792,-1862.5429783454422,1.032e-05,Stable
5.0,3121.2121212121215,-1435.1640116984001,-6082.711520870578,1.032e-05,Stable
5.0,3262.626262626263,-1704.7219109020866,-10591.724168736899,1.032e-05,Stable
5.0,3404.040404040404,-2291.861094420226,-15916.986615529784,1.032e-05,Stable
5.0,3545.4545454545455,-3602.750786679849,-22992.33489129327,1.032e-05,Stable
5.0,3686.8686868686873,-7035.758736261325,-33928.78912130218,1.032e-05,Stable
5.0,3828.2828282828286,-19578.614766020408,-54397.93631732336,1.032e-05,Stable
5.0,3969.69696969697,-96693.14849613108,-74019.11880895848,1.032e-05,Stable
5.0,4111.111111111111,-72736.57126579934,61433.08614604657,1.032e-05,Stable
5.0,4252.525252525253,-20446.127923483902,38032.01986265119,1.032e-05,Stable
5.0,4393.939393939394,-9800.416162253085,21913.809498864248,1.032e-05,Stable
5.0,4535.353535353535,-6233.423469583651,12621.450215180203,1.032e-05,Stable
5.0,4676.767676767677,-4689.195432692892,6284.557971983844,1.032e-05,Stable
5.0,4818.181818181818,-3972.1573929095944,1343.710322828043,1.032e-05,Stable
5.0,4959.595959595959,-3710.9352627355543,-2940.376243452247,1.032e-05,Stable
5.0,5101.010101010102,-3800.9268083280413,-7006.6976058189075,1.032e-05,Stable
5.0,5242.424242424243,-4283.054680885012,-11199.385037734766,1.032e-05,Stable
5.0,5383.838383838384,-5367.356532824039,-15881.867561963252,1.032e-05,Stable
5.0,5525.252525252526,-7616.761846548182,-21527.54144503719,1.032e-05,Stable
5.0,5666.666666666667,-12566.792492277194,-28705.415481939704,1.032e-05,Stable
5.0,5808.080808080808,-24685.127909280567,-36825.886690900064,1.032e-05,Stable
5.0,5949.49494949495,-51891.10271781821,-33376.25975495541,1.032e-05,Stable
5.0,6090.909090909091,-60933.48664895714,5478.54941533858,1.032e-05,Stable
5.0,6232.323232323232,-34566.098510578566,20446.57024485431,1.032e-05,Stable
5.0,6373.737373737375,-19287.19594849842,15591.269198025166,1.032e-05,Stable
5.0,6515.151515151516,-12574.116963098068,9321.306343178627,1.032e-05,Stable
5.0,6656.565656565657,-9387.411573557843,4060.496811022291,1.032e-05,Stable
5.0,6797.979797979799,-7806.911886525768,-354.3025160519337,1.032e-05,Stable
5.0,6939.39393939394,-7113.573837205989,-4261.053445799802,1.032e-05,Stable
5.0,7080.808080808081,-7048.97832785623,-7927.32265160108,1.032e-05,Stable
5.0,7222.222222222223,-7586.073896166712,-11557.507086309917,1.032e-05,Stable
5.0,7363.636363636364,-8887.589323967737,-15303.3648061878,1.032e-05,Stable
5.0,7505.050505050505,-11370.596981949911,-19211.44351256452,1.032e-05,Stable
5.0,7646.464646464647,-15847.724583763309,-22965.208289740447,1.032e-05,Stable
5.0,7787.878787878788,-23438.963477952337,-25038.135848798996,1.032e-05,Stable
5.0,7929.29292929293,-33480.659318251266,-21369.87117767994,1.032e-05,Stable
5.0,8070.707070707072,-38542.27965217618,-9586.098758796717,1.032e-05,Stable
5.0,8212.121212121212,-33056.66014909177,1067.9301968014388,1.032e-05,Stable
5.0,8353.535353535353,-24514.784980015676,4090.880943474769,1.032e-05,Stable
5.0,8494.949494949495,-18230.08203619065,2687.9950142773196,1.032e-05,Stable
5.0,8636.363636363636,-14380.030608526631,-110.59923388867537,1.032e-05,Stable
5.0,8777.777777777777,-12169.64900987878,-3171.4778257979087,1.032e-05,Stable
5.0,8919.191919191919,-11037.394232443772,-6184.819514298193,1.032e-05,Stable
5.0,9060.60606060606,-10696.658128585577,-9097.429328236783,1.032e-05,Stable
5.0,9202.020202020203,-11048.997666818155,-11911.398938186983,1.032e-05,Stable
5.0,9343.434343434345,-12129.921212320922,-14597.246948609774,1.032e-05,Stable
5.0,9484.848484848486,-14074.405246406537,-17014.273554230316,1.032e-05,Stable
5.0,9626.262626262627,-17040.280605636468,-18790.6753730684,1.032e-05,Stable
5.0,9767.676767676769,-20956.32216145544,-19200.56166328313,1.032e-05,Stable
5.0,9909.09090909091,-24991.910737320395,-17358.53633248254,1.032e-05,Stable
5.0,10050.505050505051,-27349.04352136313,-13264.49062768853,1.032e-05,Stable
5.0,10191.919191919193,-26716.85458304673,-8721.865416260525,1.032e-05,Stable
5.0,10333.333333333334,-23878.412336541973,-5807.424269104464,1.032e-05,Stable
5.0,10474.747474747475,-20548.7722865164,-4994.372702439029,1.032e-05,Stable
5.0,10616.161616161617,-17758.701802628202,-5657.759061539286,1.032e-05,Stable
5.0,10757.575757575758,-15781.360391118194,-7108.993841491465,1.032e-05,Stable
5.0,10898.9898989899,-14573.476592089914,-8911.810838191896,1.032e-05,Stable
5.0,11040.40404040404,-14034.315128785767,-10827.380861840184,1.032e-05,Stable
5.0,11181.818181818182,-14089.659883286671,-12712.738911785222,1.032e-05,Stable
5.0,11323.232323232323,-14700.250380383666,-14446.871376010571,1.032e-05,Stable
5.0,11464.646464646465,-15837.047658849962,-15881.743061990786,1.032e-05,Stable
5.0,11606.060606060608,-17428.54291697331,-16817.252233133215,1.032e-05,Stable
5.0,11747.47474747475,-19281.940403755187,-17024.236611447126,1.032e-05,Stable
5.0,11888.88888888889,-21021.886204473805,-16356.729063708275,1.032e-05,Stable
5.0,12030.303030303032,-22159.390813258142,-14933.663539022233,1.032e-05,Stable
5.0,12171.717171717173,-22350.629871885714,-13209.87462078643,1.032e-05,Stable
5.0,12313.131313131315,-21637.11445416175,-11760.191481049202,1.032e-05,Stable
5.0,12454.545454545456,-20384.48795481287,-10953.732441504724,1.032e-05,Stable
5.0,12595.959595959597,-19013.977236182534,-10846.987221917221,1.032e-05,Stable
5.0,12737.373737373739,-17819.359945392174,-11300.787480761443,1.032e-05,Stable
5.0,12878.78787878788,-16946.38623927016,-12123.239556866014,1.032e-05,Stable
5.0,13020.202020202021,-16443.41533257602,-13141.187546529214,1.032e-05,Stable
5.0,13161.616161616163,-16309.004853011847,-14213.89627012762,1.032e-05,Stable
5.0,13303.030303030304,-16515.97617146689,-15223.744193687933,1.032e-05,Stable
5.0,13444.444444444445,-17015.384840403287,-16065.505596828634,1.032e-05,Stable
5.0,13585.858585858587,-17728.80850190607,-16645.005088074417,1.032e-05,Stable
5.0,13727.272727272728,-18539.582212514964,-16892.638935691553,1.032e-05,Stable
5.0,13868.68686868687,-19297.164447529925,-16790.26984897294,1.032e-05,Stable
5.0,14010.10101010101,-19846.93756392426,-16396.86070823317,1.032e-05,Stable
5.0,14151.515151515152,-20080.685805459627,-15847.670303284687,1.032e-05,Stable
5.0,14292.929292929293,-19978.302305184636,-15313.599401886071,1.032e-05,Stable
5.0,14434.343434343435,-19609.350633126473,-14940.786101199037,1.032e-05,Stable
5.0,14575.757575757576,-19094.92950152073,-14808.88713306724,1.032e-05,Stable
5.0,14717.17171717172,-18559.868390187785,-14926.632394554756,1.032e-05,Stable
5.0,14858.58585858586,-18101.71224023268,-15252.811464161849,1.032e-05,Stable
5.0,15000.0,-17781.242984265817,-15721.731489673191,1.032e-05,Stable
5.0,1000.0,-199.5879158491477,-823.0206581629224,1.376e-05,Stable
5.0,1141.4141414141413,-239.18514188077674,-5099.782940274138,1.376e-05,Stable
5.0,1282.828282828283,-320.554364020316,-9793.029452179086,1.376e-05,Stable
5.0,1424.2424242424242,-498.7667336440157,-15532.228015927716,1.376e-05,Stable
5.0,1565.6565656565658,-939.6606843781217,-23573.721473744048,1.376e-05,Stable
5.0,1707.0707070707072,-2313.2153332880616,-37312.45922737528,1.376e-05,Stable
5.0,1848.4848484848485,-9455.521360256185,-70996.87704091048,1.376e-05,Stable
5.0,1989.8989898989898,-251898.16434438087,-219246.64921122623,1.376e-05,Stable
5.0,2131.3131313131316,-26300.534094001872,89779.95437635691,1.376e-05,Stable
5.0,2272.727272727273,-7129.493918716006,39827.09587520726,1.376e-05,Stable
5.0,2414.1414141414143,-3756.7405223449427,22792.45503431036,1.376e-05,Stable
5.0,2555.5555555555557,-2580.6082131473727,13605.461201449143,1.376e-05,Stable
5.0,2696.969696969697,-2060.4231656049033,7372.704453973797,1.376e-05,Stable
5.0,2838.3838383838383,-1831.2827384528775,2465.966551163916,1.376e-05,Stable
5.0,2979.7979797979797,-1785.2190815328793,-1859.1741656625886,1.376e-05,Stable
5.0,3121.2121212121215,-1909.3789021489379,-6059.603638641014,1.376e-05,Stable
5.0,3262.626262626263,-2263.8123015386045,-10533.134030487543,1.376e-05,Stable
5.0,3404.040404040404,-3032.029659068117,-15780.583505588529,1.376e-05,Stable
5.0,3545.4545454545455,-4727.667434152769,-22648.988694956126,1.376e-05,Stable
5.0,3686.8686868686873,-9047.383519593672,-32874.549261416614,1.376e-05,Stable
5.0,3828.2828282828286,-23523.779117203434,-49737.29216920767,1.376e-05,Stable
5.0,3969.69696969697,-83963.79958851644,-51766.75452223528,1.376e-05,Stable
5.0,4111.111111111111,-70613.66320398782,41154.104649970795,1.376e-05,Stable
